age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi
32.0,Male,Married,High School,20500.0,Self-employed,0.5,Large Indian,Family,0.0,4,3,3800.0,0.0,1900.0,3400.0,3000.0,No,0.0,611.0,61100.0,29500.0,Personal Loan EMI,115000.0,20,Not_Eligible,3024.0
38.0,Male,Single,Graduate,53200.0,Private,13.1,Mid-size,Rented,14400.0,3,2,0.0,0.0,3900.0,13100.0,10300.0,No,0.0,663.0,124700.0,67300.0,Education EMI,426000.0,18,Not_Eligible,5750.0
48.0,Female,Married,Graduate,58200.0,Private,14.1,Startup,Own,0.0,3,2,12000.0,11000.0,5900.0,9900.0,7300.0,No,0.0,714.0,431000.0,92300.0,Vehicle EMI,1303000.0,35,Not_Eligible,6655.0
32.0,Male,Married,Post Graduate,61600.0,Government,0.6,MNC,Own,0.0,4,3,4200.0,12300.0,6500.0,13600.0,6600.0,No,0.0,651.0,287500.0,61900.0,Vehicle EMI,863000.0,38,Not_Eligible,9200.0
38.0,Male,Married,Professional,26100.0,Private,7.1,MNC,Family,0.0,3,2,14000.0,0.0,1700.0,6300.0,3300.0,Yes,3000.0,731.0,67000.0,19100.0,Vehicle EMI,993000.0,42,Not_Eligible,500.0
38.0,Female,Married,Graduate,69100.0,Private,4.0,Large Indian,Rented,24000.0,3,2,12100.0,0.0,6600.0,15700.0,11700.0,Yes,10600.0,606.0,436700.0,193900.0,Education EMI,472000.0,34,Not_Eligible,500.0
38.0,Female,Married,Post Graduate,89600.0,Private,16.0,Large Indian,Rented,15800.0,4,3,5700.0,11900.0,10700.0,24900.0,6400.0,No,0.0,792.0,703400.0,343800.0,Vehicle EMI,838000.0,44,Not_Eligible,9372.0
38.0,Male,Married,Post Graduate,59300.0,Private,11.2,Small,Rented,15500.0,4,3,7400.0,16800.0,8900.0,15800.0,8600.0,No,0.0,300.0,39900.0,16800.0,Vehicle EMI,1121000.0,54,Not_Eligible,500.0
38.0,Female,Married,Graduate,44300.0,Private,4.8,MNC,Own,0.0,4,3,0.0,0.0,2200.0,9600.0,3600.0,Yes,7000.0,643.0,119400.0,58100.0,Personal Loan EMI,358000.0,19,Not_Eligible,6132.0
27.0,Female,Single,Professional,53000.0,Self-employed,0.9,Startup,Own,0.0,2,1,0.0,0.0,3800.0,10200.0,7200.0,Yes,10200.0,662.0,204000.0,66100.0,E-commerce Shopping EMI,75000.0,16,Eligible,6804.0
32.0,Male,Married,Graduate,15000.0,Private,0.5,Large Indian,Rented,2800.0,5,4,5200.0,0.0,1700.0,2400.0,2300.0,No,0.0,752.0,94900.0,47900.0,Home Appliances EMI,184000.0,23,Not_Eligible,500.0
48.0,Male,Married,Graduate,31200.0,Private,9.1,Mid-size,Family,0.0,3,2,0.0,0.0,2700.0,7300.0,2300.0,No,0.0,722.0,217700.0,93600.0,Vehicle EMI,1115000.0,33,Not_Eligible,10395.0
32.0,Male,Married,Graduate,38800.0,Private,0.9,MNC,Own,0.0,5,4,5600.0,0.0,2000.0,8900.0,7200.0,No,0.0,675.0,306200.0,89300.0,Vehicle EMI,1302000.0,41,Not_Eligible,6644.0
58.0,Female,Married,High School,14000.0,Private,15.7,MNC,Own,0.0,2,1,3900.0,0.0,1900.0,2400.0,2300.0,No,0.0,694.0,40100.0,10800.0,Home Appliances EMI,104000.0,28,Not_Eligible,1750.0
32.0,Female,Married,Graduate,449691.0,Government,7.6,Mid-size,Family,0.0,3,2,5800.0,0.0,3700.0,11400.0,5800.0,Yes,12500.0,728.0,215700.0,45400.0,E-commerce Shopping EMI,99000.0,8,Not_Eligible,2964.5
38.0,Male,Married,Graduate,35000.0,Self-employed,4.3,Mid-size,Own,0.0,2,1,10000.0,14600.0,3600.0,6800.0,4700.0,No,0.0,736.0,66600.0,23000.0,Education EMI,63000.0,28,Not_Eligible,500.0
38.0,Female,Married,Professional,124700.0,Private,1.9,Mid-size,Own,0.0,5,4,9400.0,10900.0,12100.0,24700.0,11800.0,Yes,21800.0,574.0,991100.0,428700.0,Education EMI,499000.0,29,Not_Eligible,10472.0
58.0,Male,Married,Post Graduate,99400.0,Government,6.3,Large Indian,Rented,19600.0,2,1,0.0,6400.0,14600.0,19600.0,8100.0,No,0.0,850.0,537000.0,293100.0,E-commerce Shopping EMI,176000.0,13,Eligible,20526.0
48.0,Male,Married,Post Graduate,94300.0,Government,5.3,Startup,Own,0.0,3,2,0.0,14000.0,10200.0,17700.0,15200.0,No,0.0,754.0,56100.0,13800.0,Vehicle EMI,736000.0,44,Not_Eligible,19641.6
32.0,Male,Single,Graduate,84100.0,Private,0.5,MNC,Rented,27200.0,1,0,0.0,0.0,11200.0,22300.0,6000.0,Yes,8500.0,651.0,183700.0,105900.0,Vehicle EMI,531000.0,76,Not_Eligible,2492.0
32.0,Female,Married,Post Graduate,37300.0,Self-employed,3.7,Small,Family,0.0,4,3,0.0,0.0,2900.0,7500.0,3400.0,No,0.0,587.0,39400.0,23100.0,Vehicle EMI,124000.0,39,Eligible,6768.0
32.0,Female,Married,Post Graduate,40700.0,Private,0.5,MNC,Family,0.0,5,4,11400.0,5500.0,5900.0,8900.0,3700.0,No,0.0,768.0,313500.0,182300.0,Personal Loan EMI,186000.0,21,Not_Eligible,2798.4
38.0,Male,Married,Professional,153100.0,Government,0.7,Mid-size,Rented,48900.0,4,3,7100.0,0.0,16600.0,31600.0,27400.0,Yes,31200.0,701.0,889000.0,349800.0,Home Appliances EMI,26000.0,10,Not_Eligible,500.0
48.0,Male,Married,Graduate,46800.0,Private,0.6,Large Indian,Family,0.0,2,1,0.0,20400.0,6100.0,13200.0,9300.0,Yes,12000.0,654.0,229600.0,74000.0,Personal Loan EMI,199000.0,33,Not_Eligible,500.0
32.0,Female,Married,Graduate,8317.0,Self-employed,1.0,Large Indian,Family,0.0,2,1,0.0,0.0,3300.0,5400.0,1400.0,No,0.0,701.0,21200.0,5000.0,Education EMI,193000.0,38,Not_Eligible,5652.0
38.0,Female,Married,High School,53500.0,Private,4.8,MNC,Family,0.0,3,2,0.0,17200.0,3900.0,14000.0,6900.0,Yes,7600.0,677.0,221700.0,85100.0,E-commerce Shopping EMI,162000.0,17,Not_Eligible,1365.0
38.0,Female,Married,Graduate,32000.0,Private,5.0,MNC,Family,0.0,5,4,5400.0,21600.0,2400.0,5500.0,4500.0,No,0.0,695.0,147000.0,63100.0,Home Appliances EMI,286000.0,25,Not_Eligible,500.0
27.0,Female,Single,Professional,54000.0,Self-employed,1.9,Startup,Rented,17800.0,2,1,10100.0,16400.0,7500.0,16100.0,10500.0,Yes,15000.0,838.0,111800.0,31200.0,Education EMI,322000.0,25,Not_Eligible,500.0
48.0,Male,Married,Graduate,77100.0,Private,3.3,Mid-size,Own,0.0,3,2,14500.0,0.0,6600.0,22600.0,4900.0,No,0.0,765.0,122500.0,32000.0,E-commerce Shopping EMI,174000.0,3,Not_Eligible,13680.0
32.0,Male,Married,Post Graduate,43300.0,Government,2.9,Large Indian,Family,0.0,2,1,0.0,19800.0,2800.0,7700.0,7500.0,Yes,12200.0,733.0,318000.0,110800.0,Vehicle EMI,1338000.0,45,Not_Eligible,500.0
48.0,Male,Married,Graduate,395133.0,Private,6.1,MNC,Family,0.0,3,2,0.0,0.0,3500.0,14300.0,4400.0,Yes,9400.0,713.0,121200.0,51400.0,E-commerce Shopping EMI,70000.0,5,Not_Eligible,9835.0
48.0,Male,Married,Graduate,55300.0,Private,18.9,Large Indian,Rented,15700.0,4,3,0.0,0.0,5100.0,15600.0,5100.0,No,0.0,759.0,416500.0,96200.0,Education EMI,436000.0,19,Not_Eligible,9108.0
38.0,Male,Married,Post Graduate,74900.0,Government,11.9,Large Indian,Rented,17700.0,3,2,13500.0,0.0,8800.0,13200.0,12300.0,Yes,19200.0,738.0,409800.0,138400.0,E-commerce Shopping EMI,92000.0,9,Not_Eligible,500.0
38.0,Male,Married,Graduate,33600.0,Self-employed,0.5,Mid-size,Own,0.0,3,2,3700.0,0.0,4600.0,5600.0,4900.0,Yes,8100.0,627.0,167800.0,42800.0,Education EMI,254000.0,8,Not_Eligible,1688.4
48.0,Male,Married,Professional,45200.0,Private,21.3,Large Indian,Rented,14500.0,5,4,0.0,0.0,2600.0,13100.0,5500.0,Yes,6700.0,711.0,344700.0,147500.0,Home Appliances EMI,200000.0,15,Not_Eligible,1078.0
48.0,Female,Married,Post Graduate,41300.0,Private,6.4,Mid-size,Rented,7600.0,3,2,0.0,0.0,4700.0,7400.0,4900.0,Yes,7700.0,689.0,173000.0,73100.0,Personal Loan EMI,499000.0,47,Not_Eligible,3150.0
38.0,Male,Married,Graduate,50200.0,Government,11.2,Mid-size,Own,0.0,4,3,7000.0,0.0,2800.0,10400.0,6500.0,No,0.0,742.0,113700.0,58800.0,Vehicle EMI,890000.0,45,Not_Eligible,12925.0
32.0,Female,Married,Graduate,38900.0,Government,5.4,Small,Family,0.0,3,2,14900.0,0.0,2500.0,6600.0,7300.0,No,0.0,690.0,177900.0,83900.0,E-commerce Shopping EMI,167000.0,9,Not_Eligible,4180.0
58.0,Male,Married,Graduate,95900.0,Self-employed,11.7,Large Indian,Family,0.0,5,4,0.0,0.0,12600.0,25500.0,15000.0,No,0.0,770.0,655100.0,224200.0,Education EMI,127000.0,14,Eligible,25423.2
32.0,Male,Single,Post Graduate,105700.0,Private,2.7,Small,Rented,22900.0,1,0,0.0,0.0,6100.0,30800.0,10100.0,Yes,14100.0,646.0,61300.0,20900.0,Home Appliances EMI,263000.0,11,Not_Eligible,4860.8
27.0,Male,Single,Post Graduate,75800.0,Private,1.1,Startup,Own,0.0,2,1,10500.0,0.0,6300.0,18600.0,12800.0,No,0.0,688.0,373300.0,217500.0,Home Appliances EMI,75000.0,14,Eligible,13800.0
32.0,Male,Single,Professional,60300.0,Government,1.5,MNC,Own,0.0,1,0,0.0,0.0,4200.0,17200.0,5500.0,No,0.0,750.0,320400.0,134000.0,E-commerce Shopping EMI,144000.0,24,Eligible,20040.0
48.0,Female,Single,High School,61400.0,Private,15.5,MNC,Rented,16900.0,3,2,10600.0,24900.0,6400.0,11700.0,4300.0,No,0.0,774.0,289400.0,81600.0,E-commerce Shopping EMI,151000.0,9,Not_Eligible,500.0
38.0,Male,Married,Post Graduate,49000.0,Government,1.3,Large Indian,Rented,15200.0,3,2,0.0,0.0,6300.0,11200.0,6400.0,No,0.0,657.0,369000.0,189000.0,E-commerce Shopping EMI,186000.0,5,Not_Eligible,5445.0
38.0,Male,Married,High School,35400.0,Self-employed,3.5,Startup,Own,0.0,4,3,3300.0,0.0,2900.0,10200.0,6800.0,Yes,6500.0,650.0,41600.0,17000.0,Vehicle EMI,1265000.0,64,Not_Eligible,1436.4
32.0,Male,Married,Post Graduate,45000.0,Private,0.7,Mid-size,Rented,7100.0,4,3,10700.0,0.0,6300.0,12900.0,3900.0,Yes,13500.0,675.0,288100.0,73300.0,Home Appliances EMI,205000.0,14,Not_Eligible,500.0
32.0,Male,Single,Professional,143300.0,Private,0.5,Startup,Rented,35800.0,2,1,5100.0,0.0,13800.0,24500.0,12800.0,Yes,21200.0,900.0,722800.0,225400.0,Home Appliances EMI,22000.0,25,Eligible,10113.6
58.0,Male,Married,Graduate,57200.0,Private,36.0,Large Indian,Own,0.0,4,3,9400.0,0.0,4400.0,12500.0,6600.0,No,0.0,731.0,34000.0,6900.0,E-commerce Shopping EMI,120000.0,9,Not_Eligible,9720.0
38.0,Female,Married,Post Graduate,39100.0,Private,12.0,Large Indian,Own,0.0,3,2,0.0,0.0,2400.0,6600.0,2800.0,No,0.0,698.0,214400.0,51200.0,Education EMI,473000.0,15,Not_Eligible,13650.0
27.0,Male,Married,Professional,117200.0,Private,1.8,Mid-size,Own,0.0,4,3,0.0,0.0,16400.0,22000.0,14300.0,Yes,23300.0,607.0,499000.0,189100.0,Home Appliances EMI,263000.0,16,Not_Eligible,11536.0
32.0,Male,Single,Graduate,104100.0,Private,0.6,Startup,Family,0.0,2,1,4300.0,0.0,13300.0,19300.0,8000.0,Yes,28500.0,636.0,95900.0,46000.0,Home Appliances EMI,143000.0,29,Not_Eligible,5501.44
38.0,Male,Married,Graduate,94800.0,Government,4.2,Large Indian,Family,0.0,3,2,0.0,0.0,5700.0,16800.0,15700.0,No,0.0,748.0,499700.0,292500.0,Education EMI,345000.0,34,Eligible,31130.0
32.0,Male,Married,Graduate,46100.0,Government,0.6,Startup,Rented,16100.0,2,1,4600.0,0.0,6200.0,9300.0,8600.0,No,0.0,767.0,359000.0,211200.0,Vehicle EMI,532000.0,17,Not_Eligible,858.0
58.0,Male,Married,High School,34100.0,Private,14.2,Mid-size,Own,0.0,2,1,0.0,0.0,4400.0,10000.0,2900.0,Yes,6200.0,642.0,220600.0,98200.0,Education EMI,210000.0,17,Not_Eligible,3264.8
27.0,Female,Married,Post Graduate,92400.0,Private,0.5,Large Indian,Family,0.0,5,4,10800.0,0.0,10200.0,24600.0,10000.0,Yes,13200.0,677.0,196000.0,275900.0,Personal Loan EMI,935000.0,41,Not_Eligible,6608.0
32.0,Female,Married,Graduate,54100.0,Self-employed,6.3,Large Indian,Family,0.0,3,2,8700.0,21200.0,7000.0,15800.0,7900.0,Yes,10500.0,540.0,420000.0,219900.0,Personal Loan EMI,976000.0,50,Not_Eligible,500.0
32.0,Male,Married,Post Graduate,74500.0,Government,0.5,Large Indian,Family,0.0,2,1,14200.0,0.0,9300.0,14400.0,13000.0,No,0.0,738.0,474700.0,104000.0,Home Appliances EMI,42000.0,9,Eligible,12980.0
38.0,Female,Married,Professional,88800.0,Private,8.5,Large Indian,Own,0.0,4,3,0.0,6000.0,4700.0,19500.0,13000.0,No,0.0,767.0,251400.0,149900.0,Education EMI,206000.0,9,High_Risk,27360.0
38.0,Male,Married,Post Graduate,21200.0,Private,13.3,Mid-size,Own,0.0,4,3,0.0,19200.0,3100.0,5300.0,2600.0,No,0.0,748.0,15600.0,5200.0,Personal Loan EMI,445000.0,50,Not_Eligible,500.0
27.0,Male,Single,Graduate,67600.0,Private,1.0,Large Indian,Family,0.0,2,1,0.0,0.0,8700.0,13800.0,5000.0,Yes,12000.0,680.0,531200.0,255000.0,Home Appliances EMI,130000.0,35,Eligible,10818.5
32.0,Female,Single,Professional,78700.0,Private,1.4,MNC,Family,0.0,1,0,0.0,0.0,6400.0,16000.0,10300.0,Yes,13100.0,714.0,111400.0,28700.0,Home Appliances EMI,57000.0,33,Eligible,9212.0
27.0,Female,Married,Professional,76400.0,Government,5.0,Large Indian,Rented,25900.0,3,2,11200.0,0.0,6500.0,22800.0,11600.0,Yes,20200.0,669.0,400100.0,218700.0,E-commerce Shopping EMI,71000.0,24,Not_Eligible,500.0
58.0,Male,Married,Post Graduate,73000.0,Private,20.5,Startup,Own,0.0,4,3,6600.0,0.0,8700.0,12800.0,14300.0,No,0.0,764.0,62500.0,20500.0,E-commerce Shopping EMI,121000.0,13,Eligible,14688.0
48.0,Male,Single,High School,38900.0,Government,2.0,Large Indian,Rented,7500.0,3,2,0.0,0.0,5100.0,9500.0,4000.0,No,0.0,768.0,140800.0,45700.0,E-commerce Shopping EMI,132000.0,6,Not_Eligible,7680.0
32.0,Female,Married,Professional,47100.0,Private,0.9,MNC,Own,0.0,3,2,14000.0,8600.0,2800.0,12800.0,6700.0,Yes,12400.0,669.0,42000.0,10100.0,E-commerce Shopping EMI,66000.0,7,Not_Eligible,500.0
38.0,Male,Married,Graduate,71400.0,Private,9.1,Mid-size,Family,0.0,2,1,0.0,0.0,8100.0,21200.0,11200.0,No,0.0,756.0,406200.0,90400.0,Vehicle EMI,1089000.0,50,Not_Eligible,18540.0
38.0,Male,Married,Graduate,60500.0,Government,8.9,Startup,Family,0.0,3,2,5600.0,18300.0,6800.0,11100.0,8400.0,No,0.0,785.0,428000.0,215000.0,E-commerce Shopping EMI,59000.0,16,Eligible,7477.8
48.0,Female,Single,Post Graduate,47000.0,Private,11.2,Large Indian,Own,0.0,1,0,0.0,0.0,4600.0,7500.0,6600.0,No,0.0,688.0,142800.0,29700.0,Education EMI,265000.0,32,Eligible,14150.0
38.0,Male,Married,High School,57100.0,Private,1.6,MNC,Own,0.0,5,4,0.0,0.0,5700.0,12600.0,4200.0,No,0.0,668.0,448800.0,232000.0,Personal Loan EMI,665000.0,59,High_Risk,19030.0
38.0,Male,Married,Graduate,38400.0,Government,0.6,Startup,Own,0.0,2,1,6300.0,0.0,5200.0,10400.0,3800.0,No,0.0,723.0,306200.0,151200.0,Personal Loan EMI,801000.0,16,Not_Eligible,6985.0
32.0,Male,Married,Graduate,43300.0,Private,2.8,MNC,Own,0.0,5,4,0.0,14300.0,5100.0,11600.0,2700.0,No,0.0,621.0,210200.0,54600.0,Home Appliances EMI,50000.0,35,Eligible,3840.0
32.0,Female,Married,Graduate,23500.0,Private,0.9,Mid-size,Rented,6600.0,2,1,14400.0,0.0,2800.0,5300.0,4200.0,Yes,4400.0,589.0,15100.0,5400.0,E-commerce Shopping EMI,121000.0,20,Not_Eligible,500.0
38.0,Female,Married,Graduate,59400.0,Government,0.5,Large Indian,Rented,12900.0,3,2,0.0,0.0,8400.0,15400.0,3200.0,No,0.0,778.0,394800.0,153600.0,Home Appliances EMI,62000.0,9,Eligible,12870.0
32.0,Female,Single,Graduate,36400.0,Private,2.8,Mid-size,Rented,6600.0,1,0,0.0,0.0,5100.0,9500.0,6600.0,No,0.0,715.0,150100.0,37400.0,Home Appliances EMI,192000.0,25,Not_Eligible,4300.0
32.0,Male,Married,Professional,55800.0,Private,1.4,Startup,Rented,13100.0,3,2,0.0,0.0,7700.0,14400.0,7600.0,No,0.0,668.0,419400.0,234500.0,Vehicle EMI,309000.0,39,Not_Eligible,7150.0
32.0,Male,Single,Professional,102000.0,Private,4.5,MNC,Own,0.0,1,0,0.0,0.0,12000.0,18900.0,18700.0,Yes,24800.0,636.0,622000.0,312700.0,Vehicle EMI,1075000.0,26,Not_Eligible,8500.8
38.0,Male,Married,Professional,22500.0,Private,10.3,MNC,Rented,3400.0,3,2,9000.0,9400.0,1100.0,3800.0,2100.0,No,0.0,799.0,27700.0,14300.0,E-commerce Shopping EMI,132000.0,11,Not_Eligible,500.0
32.0,Female,Married,Graduate,63900.0,Private,10.0,Mid-size,Rented,14600.0,3,2,7700.0,0.0,8600.0,18700.0,4100.0,No,0.0,672.0,137300.0,54000.0,Home Appliances EMI,104000.0,11,Not_Eligible,5100.0
27.0,Female,Single,Graduate,83100.0,Self-employed,3.7,MNC,Rented,19200.0,1,0,0.0,0.0,9900.0,20400.0,4600.0,No,0.0,695.0,526500.0,219400.0,Personal Loan EMI,70000.0,59,Eligible,14355.0
48.0,Female,Married,Post Graduate,5022.0,Government,2.0,Large Indian,Own,0.0,3,2,11700.0,0.0,5500.0,9800.0,5700.0,Yes,8800.0,815.0,119600.0,56400.0,Personal Loan EMI,679000.0,17,Not_Eligible,1722.0
27.0,Male,Single,Graduate,18000.0,Government,4.5,Mid-size,Rented,6200.0,1,0,0.0,0.0,1900.0,4800.0,2000.0,Yes,1900.0,738.0,19000.0,4200.0,Personal Loan EMI,88000.0,59,Not_Eligible,500.0
48.0,Female,Single,Graduate,63000.0,Private,0.5,Mid-size,Family,0.0,2,1,9400.0,16300.0,3900.0,16800.0,5700.0,Yes,9900.0,586.0,459200.0,228400.0,Vehicle EMI,1420000.0,42,Not_Eligible,500.0
32.0,Female,Single,Graduate,44300.0,Private,2.6,Startup,Rented,7200.0,2,1,2300.0,9800.0,5600.0,8600.0,3300.0,No,0.0,693.0,47900.0,21600.0,Education EMI,454000.0,33,Not_Eligible,3000.0
48.0,Female,Married,Graduate,32000.0,Private,8.1,Large Indian,Family,0.0,2,1,6100.0,0.0,3800.0,8700.0,6000.0,No,0.0,703.0,121800.0,51500.0,Home Appliances EMI,221000.0,26,Not_Eligible,3700.0
38.0,Female,Married,Graduate,43600.0,Self-employed,2.2,Large Indian,Rented,13800.0,5,4,13000.0,0.0,6500.0,6800.0,3400.0,No,0.0,647.0,43200.0,11100.0,E-commerce Shopping EMI,106000.0,21,Not_Eligible,500.0
38.0,Female,Married,High School,14400.0,Private,0.5,Mid-size,Rented,3600.0,4,3,14300.0,0.0,1300.0,3300.0,1000.0,No,0.0,643.0,64700.0,27100.0,Education EMI,362000.0,41,Not_Eligible,500.0
48.0,Male,Married,Graduate,98600.0,Private,9.9,MNC,Rented,22500.0,2,1,4600.0,0.0,8600.0,21200.0,8800.0,Yes,15900.0,664.0,603300.0,356100.0,Vehicle EMI,149000.0,56,Eligible,6545.0
32.0,Male,Married,High School,27300.0,Private,1.2,Startup,Rented,7700.0,4,3,5100.0,0.0,3100.0,5400.0,4900.0,Yes,7100.0,747.0,96800.0,45100.0,E-commerce Shopping EMI,38000.0,6,Not_Eligible,500.0
32.0,Male,Married,High School,52500.0,Private,4.4,Large Indian,Rented,16600.0,3,2,2100.0,0.0,7100.0,12600.0,3400.0,No,0.0,719.0,47000.0,27900.0,Home Appliances EMI,81000.0,10,Not_Eligible,4280.0
38.0,Male,Married,Graduate,67500.0,Private,16.0,MNC,Rented,13100.0,2,1,0.0,0.0,3500.0,11400.0,5300.0,No,0.0,753.0,214200.0,45200.0,Vehicle EMI,648000.0,31,Not_Eligible,20520.0
48.0,Male,Married,Post Graduate,53600.0,Self-employed,17.1,Mid-size,Family,0.0,4,3,13200.0,0.0,7800.0,15400.0,7000.0,No,0.0,607.0,165300.0,73300.0,Vehicle EMI,1487000.0,38,Not_Eligible,3672.0
27.0,Male,Single,Graduate,31400.0,Private,1.9,Large Indian,Rented,5900.0,1,0,0.0,0.0,2700.0,5300.0,1900.0,No,0.0,686.0,95000.0,19900.0,Personal Loan EMI,185000.0,43,Eligible,7800.0
58.0,Male,Married,Professional,76100.0,Government,14.8,Large Indian,Own,12039.0,3,2,0.0,0.0,4800.0,15600.0,10800.0,No,0.0,850.0,583900.0,340200.0,E-commerce Shopping EMI,126000.0,8,Eligible,32597.4
58.0,Male,Married,Graduate,79400.0,Private,2.2,Large Indian,Own,0.0,4,3,12800.0,7100.0,5300.0,19600.0,8100.0,No,0.0,674.0,214600.0,118600.0,Education EMI,214000.0,34,Eligible,13250.0
48.0,Male,Married,Post Graduate,89800.0,Private,9.7,MNC,Own,0.0,4,3,0.0,0.0,10300.0,20800.0,11600.0,No,0.0,850.0,218200.0,113200.0,Vehicle EMI,1169000.0,31,Not_Eligible,28260.0
48.0,Male,Married,Professional,69000.0,Private,0.6,Mid-size,Rented,14700.0,3,2,4400.0,7400.0,7100.0,18600.0,5200.0,No,0.0,704.0,321800.0,107000.0,Education EMI,147000.0,41,High_Risk,4640.0
32.0,Male,Married,Post Graduate,28100.0,Private,2.3,Large Indian,Rented,7000.0,3,2,3500.0,0.0,2600.0,4300.0,5400.0,Yes,8400.0,624.0,141400.0,73100.0,E-commerce Shopping EMI,177000.0,9,Not_Eligible,500.0
58.0,Male,Single,Graduate,42300.0,Private,32.0,Mid-size,Rented,14000.0,1,0,0.0,0.0,2700.0,7200.0,4300.0,Yes,7700.0,744.0,91900.0,39900.0,Personal Loan EMI,612000.0,21,Not_Eligible,2240.0
58.0,Male,Married,Graduate,45700.0,Private,7.4,Large Indian,Family,0.0,4,3,3600.0,0.0,5900.0,7900.0,8400.0,No,0.0,797.0,365500.0,175600.0,Vehicle EMI,1476000.0,71,Not_Eligible,13134.0
32.0,Male,Married,Graduate,45500.0,Government,3.3,Large Indian,Family,0.0,3,2,0.0,6500.0,5600.0,9700.0,7400.0,No,0.0,708.0,169100.0,52200.0,Education EMI,403000.0,14,Not_Eligible,8965.0
32.0,Male,Married,Post Graduate,52900.0,Private,5.1,Startup,Family,0.0,2,1,14300.0,0.0,5500.0,9000.0,7400.0,Yes,14000.0,711.0,228500.0,98800.0,Vehicle EMI,867000.0,68,Not_Eligible,945.0
48.0,Male,Married,Professional,50300.0,Private,10.3,Startup,Own,0.0,3,2,10100.0,0.0,6300.0,7600.0,7400.0,Yes,10800.0,706.0,236400.0,66500.0,E-commerce Shopping EMI,48000.0,12,Not_Eligible,2835.0
38.0,Male,Married,Post Graduate,65300.0,Government,0.5,Large Indian,Rented,16800.0,3,2,11500.0,0.0,8800.0,13300.0,7400.0,No,0.0,740.0,325100.0,167100.0,Personal Loan EMI,703000.0,51,Not_Eligible,3750.0
32.0,Male,Married,Graduate,97500.0,Private,2.2,Startup,Own,0.0,3,2,12900.0,0.0,9400.0,21700.0,12700.0,No,0.0,707.0,767800.0,74000.0,E-commerce Shopping EMI,95000.0,14,Eligible,22440.0
32.0,Female,Married,High School,13700.0,Private,2.7,MNC,Own,0.0,2,1,13100.0,0.0,1600.0,2200.0,700.0,Yes,3300.0,568.0,62500.0,34100.0,Home Appliances EMI,26000.0,34,Not_Eligible,500.0
32.0,Female,Single,High School,48200.0,Private,3.3,Mid-size,Family,0.0,1,0,0.0,0.0,5200.0,11800.0,8800.0,No,0.0,795.0,186300.0,94500.0,Vehicle EMI,1451000.0,63,Not_Eligible,13440.0
48.0,Female,Married,Professional,92700.0,Private,26.0,Mid-size,Family,0.0,4,3,0.0,0.0,13500.0,20600.0,7000.0,No,0.0,755.0,236300.0,124700.0,E-commerce Shopping EMI,187000.0,5,Not_Eligible,30960.0
48.0,Female,Married,Graduate,60000.0,Government,10.0,MNC,Family,0.0,3,2,14500.0,0.0,6900.0,13900.0,6000.0,No,0.0,804.0,228200.0,127400.0,Home Appliances EMI,89000.0,25,Eligible,12342.0
38.0,Female,Married,Post Graduate,47700.0,Private,4.1,MNC,Rented,11100.0,3,2,14200.0,0.0,3100.0,13900.0,6000.0,Yes,9800.0,607.0,243100.0,126800.0,E-commerce Shopping EMI,65000.0,6,Not_Eligible,500.0
38.0,Male,Married,Post Graduate,30000.0,Private,2.0,Mid-size,Family,0.0,2,1,12500.0,0.0,3800.0,8300.0,3600.0,Yes,7600.0,670.0,56400.0,21800.0,E-commerce Shopping EMI,188000.0,12,Not_Eligible,500.0
32.0,Male,Married,Post Graduate,19500.0,Private,1.2,Large Indian,Own,0.0,3,2,0.0,0.0,2600.0,5000.0,2600.0,No,0.0,763.0,135800.0,76600.0,E-commerce Shopping EMI,37000.0,11,Eligible,6138.0
38.0,Female,Married,Post Graduate,60500.0,Government,1.1,Mid-size,Rented,10500.0,3,2,9800.0,7900.0,3200.0,13900.0,11200.0,Yes,17400.0,692.0,122000.0,52100.0,Education EMI,231000.0,41,Not_Eligible,500.0
48.0,Female,Married,High School,40700.0,Private,5.8,MNC,Rented,6200.0,3,2,13800.0,16700.0,2500.0,6700.0,2100.0,No,0.0,666.0,73800.0,44300.0,Education EMI,101000.0,42,Not_Eligible,500.0
32.0,Female,Married,Graduate,50500.0,Government,0.9,Large Indian,Rented,11100.0,2,1,0.0,0.0,5800.0,11100.0,10100.0,Yes,5500.0,640.0,286900.0,144100.0,Education EMI,105000.0,32,Not_Eligible,1932.0
48.0,Female,Single,Professional,32400.0,Private,1.8,Large Indian,Own,0.0,2,1,8700.0,0.0,2800.0,7800.0,3800.0,No,0.0,608.0,83100.0,19400.0,Home Appliances EMI,136000.0,35,Not_Eligible,3720.0
58.0,Female,Married,Graduate,50000.0,Government,3.0,Large Indian,Rented,16700.0,4,3,3000.0,0.0,6800.0,13800.0,7100.0,No,0.0,711.0,335000.0,153100.0,E-commerce Shopping EMI,45000.0,20,Not_Eligible,1573.0
38.0,Female,Married,Post Graduate,46600.0,Private,7.9,Large Indian,Own,0.0,4,3,0.0,8300.0,3900.0,13300.0,4000.0,No,0.0,729.0,250400.0,96400.0,Education EMI,175000.0,37,Eligible,8550.0
